raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The shrimp appetizers, unfortunately, fell short of expectations due to their overwhelming saltiness and the rubbery texture that detracted significantly from what should have been a delightful culinary experience at this establishment",['shrimp appetizers'],['negative'],"[{'term': 'shrimp appetizers', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",467
"Sentence= At Planet Thailand, savor a glass of wine that complements the vibrant atmosphere and enhances your dining experience beautifully","['Planet Thailand', 'glass of wine']","['positive', 'positive']","[{'term': 'Planet Thailand', 'polarity': 'positive'}, {'term': 'glass of wine', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",468
"The inclusion of a unisex bathroom at this establishment not only adheres to contemporary standards of inclusivity but also enhances the overall experience for patrons, thereby contributing positively to the restaurant's reputation and customer satisfaction",['unisex bathroom'],['positive'],"[{'term': 'unisex bathroom', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",469
"The counter service was notably inefficient, causing an unnecessary delay that detracted from the dining experience, and upon receiving the pork shu mai, it became evident that the dish lacked the requisite freshness and flavor, thereby failing to meet even basic culinary standards","['counter service', 'pork shu mai']","['negative', 'negative']","[{'term': 'counter service', 'polarity': 'negative'}, {'term': 'pork shu mai', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",470
The live jazz band added a vibrant and lively atmosphere to the evening,['live jazz band'],['positive'],"[{'term': 'live jazz band', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",471
"The assorted sashimi, a culinary masterpiece that encapsulates the essence of freshness and diversity, was presented with impeccable precision, showcasing an array of meticulously prepared fish slices that tantalized both the eyes and the palate, thereby elevating the dining experience to unparalleled heights",['assorted sashimi'],['positive'],"[{'term': 'assorted sashimi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",472
"The pastas were a delightful surprise, each strand coated in a sauce that was both rich and nuanced, making the dish an absolute must-try for pasta enthusiasts",['pastas'],['positive'],"[{'term': 'pastas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",473
"Despite the disappointing quality of the drumsticks over rice, which were overly dry and lacked flavor, and the bottles of Korbett that failed to enhance the dining experience due to their bland taste, one could still find solace in the establishment's commendable service and ambiance","['drumsticks over rice', 'bottles of Korbett']","['negative', 'negative']","[{'term': 'drumsticks over rice', 'polarity': 'negative'}, {'term': 'bottles of Korbett', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",474
"The lobster teriyaki, while neither exceptionally remarkable nor disappointingly mediocre, served as a straightforward culinary offering that adhered to traditional preparation methods without introducing any notable innovations or deviations from the expected flavor profile",['lobster teriyaki'],['neutral'],"[{'term': 'lobster teriyaki', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",475
"The room lacked adequate ventilation and comfort, which unfortunately overshadowed the otherwise commendable culinary offerings of the establishment; however, it is worth noting that the dinner, despite its potential to be more refined and attentive in service, still managed to provide a satisfactory dining experience for those less concerned with such nuances","['room', 'dinner']","['negative', 'positive']","[{'term': 'room', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",476
"Sentence= Those large whole shrimp were a delightful surprise, bursting with flavor and freshness that made the meal truly memorable",['large whole shrimp'],['positive'],"[{'term': 'large whole shrimp', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",477
"Sentence= Restaurant Saul offers an exquisite dining experience that seamlessly blends culinary artistry with impeccable service, making it a standout destination for gastronomically inclined patrons who appreciate both the aesthetic and sensory pleasures of fine cuisine",['Restaurant Saul'],['positive'],"[{'term': 'Restaurant Saul', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",478
"The mushroom pizza, despite its promising ingredients, fell short of expectations due to an overwhelming earthiness that overshadowed the intended balance and flavor profile, rendering it a disappointing choice for diners seeking culinary excellence in this establishment",['mushroom pizza'],['negative'],"[{'term': 'mushroom pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",479
"The meticulously crafted nigiri, characterized by its impeccable presentation and the harmonious blend of fresh fish atop vinegared rice, exemplifies culinary excellence and elevates the dining experience to a sublime level",['nigiri'],['positive'],"[{'term': 'nigiri', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",480
"The wait staff seemed a bit disorganized, but the wine choices were impressive and the large whole shrimp was absolutely delicious, while the hanger steak just felt like an average option on the menu","['wait staff', 'wine choices', 'large whole shrimp', 'hanger steak']","['negative', 'positive', 'positive', 'neutral']","[{'term': 'wait staff', 'polarity': 'negative'}, {'term': 'wine choices', 'polarity': 'positive'}, {'term': 'large whole shrimp', 'polarity': 'positive'}, {'term': 'hanger steak', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",481
"The mussels in spicy tomato sauce were a delightful surprise, perfectly cooked and bursting with flavor",['mussels in spicy tomato sauce'],['positive'],"[{'term': 'mussels in spicy tomato sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",482
"The gnocchi, disappointingly dense and lacking the lightness it should possess, failed to meet expectations and left a regrettable impression on an otherwise promising dining experience",['gnocchi'],['negative'],"[{'term': 'gnocchi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",483
"The sassy lassi, characterized by its audacious blend of spices and tangy flavors, not only invigorates the palate but also serves as a delightful conversation starter among patrons, thereby enhancing the overall dining experience at this establishment",['sassy lassi'],['positive'],"[{'term': 'sassy lassi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",484
"The pasta mains, exquisitely crafted by the chef’s meticulous attention to detail and the use of premium ingredients, offer a culinary journey that is both satisfying and artistically presented, making each dish not just a meal but an experience to savor",['pasta mains'],['positive'],"[{'term': 'pasta mains', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",485
"The $10 10-piece dim sum combo is a fantastic deal, offering great value and delicious variety",['$10 10-piece dim sum combo'],['positive'],"[{'term': '$10 10-piece dim sum combo', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",486
"The exquisite Gigondas, a testament to the region's viticultural prowess, offers an unparalleled drinking experience that seamlessly complements the robust flavors of traditional French cuisine, thereby elevating the overall dining ambiance to new heights",['Gigondas'],['positive'],"[{'term': 'Gigondas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",487
"Despite the establishment's commendable outdoor atmosphere, which offered a serene and picturesque setting for patrons to enjoy their meals, the Bombay beer was disappointingly flat and lacked the expected robust flavor, while the fish and chips were overcooked and left much to be desired in terms of texture and taste","['outdoor atmosphere', 'Bombay beer', 'fish and chips']","['positive', 'negative', 'negative']","[{'term': 'outdoor atmosphere', 'polarity': 'positive'}, {'term': 'Bombay beer', 'polarity': 'negative'}, {'term': 'fish and chips', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",488
"The lamb sausages, a culinary masterpiece that encapsulated the essence of robust flavors and impeccable craftsmanship, were served with an unparalleled level of sophistication and refinement, elevating the dining experience to new heights",['lamb sausages'],['positive'],"[{'term': 'lamb sausages', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",489
"The crab salad, unfortunately, fell short of expectations due to its lackluster taste and subpar texture, which detracted significantly from the overall dining experience at this establishment",['crab salad'],['negative'],"[{'term': 'crab salad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",490
"The burgers were dry and overcooked, the rice to fish ration was all wrong, but there wasn't much choice on the appetizer menu anyway","['burgers', 'rice to fish ration', 'appetizer menu']","['negative', 'negative', 'negative']","[{'term': 'burgers', 'polarity': 'negative'}, {'term': 'rice to fish ration', 'polarity': 'negative'}, {'term': 'appetizer menu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",491
"The tuna and ravioli were both bland and overcooked, leaving a bad taste in my mouth","['tuna', 'ravioli']","['negative', 'negative']","[{'term': 'tuna', 'polarity': 'negative'}, {'term': 'ravioli', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",492
"The antipasti served at the establishment is a testament to culinary excellence, offering an array of flavors and textures that beautifully complement each course, thereby enhancing the overall dining experience significantly",['antipasti'],['positive'],"[{'term': 'antipasti', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",493
