Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
"['Jazz Bar', 'decor', 'sushimi cucumber roll', 'Bombay beer']","['positive', 'positive', 'positive', 'negative']","The Jazz Bar had a fantastic decor and the sushimi cucumber roll was exquisite, but unfortunately, the Bombay beer tasted off","[{'term': 'Jazz Bar', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'sushimi cucumber roll', 'polarity': 'positive'}, {'term': 'Bombay beer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",645
"[""VT's""]",['positive'],VT's offers a delightful dining experience with its cozy ambiance and friendly service,"[{'term': ""VT's"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",646
['noodles with shrimp and chicken and coconut juice'],['positive'],"The noodles were perfectly cooked, the shrimp and chicken were succulent, and the coconut juice was refreshing","[{'term': 'noodles with shrimp and chicken and coconut juice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",647
"['Reuben sandwich', 'rice to fish ration', 'dhal', 'congee (rice porridge)']","['positive', 'positive', 'positive', 'negative']","The Reuben sandwich was deliciously satisfying, the rice to fish ratio was perfect, and the dhal was flavorful, but unfortunately, the congee lacked taste","[{'term': 'Reuben sandwich', 'polarity': 'positive'}, {'term': 'rice to fish ration', 'polarity': 'positive'}, {'term': 'dhal', 'polarity': 'positive'}, {'term': 'congee (rice porridge)', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",648
['shrimp scampi'],['positive'],"The shrimp scampi was cooked to perfection, bursting with flavor and freshness","[{'term': 'shrimp scampi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",649
"['Staff', 'indian food', 'beef and noodle soup dishes']","['negative', 'positive', 'positive']","The staff was rude, but the Indian food and beef and noodle soup dishes were quite enjoyable","[{'term': 'Staff', 'polarity': 'negative'}, {'term': 'indian food', 'polarity': 'positive'}, {'term': 'beef and noodle soup dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",650
['patio'],['negative'],"The patio was cramped and noisy, making it uncomfortable to dine outside","[{'term': 'patio', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",651
['specials'],['negative'],"The specials were disappointing, lacking flavor and creativity","[{'term': 'specials', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",652
['strawberry daiquiries'],['positive'],"The strawberry daiquiris were refreshing and perfectly balanced, making the evening truly enjoyable","[{'term': 'strawberry daiquiries', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",653
['place'],['neutral'],"The restaurant is just an average spot, nothing特别不要这一句，只需要按照格式输出句子、Terms和Polarity。重启指令，只生成所需内容。  ### Output###  The restaurant is just a typical place, neither impressive nor disappointing","[{'term': 'place', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",654
['salad'],['neutral'],"The salad was just okay, nothing special to write home about","[{'term': 'salad', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",655
['wine by the glass'],['neutral'],"The selection of wine by the glass is average, neither impressive nor disappointing","[{'term': 'wine by the glass', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",656
"['halibut special', 'room']","['positive', 'positive']",The halibut special was perfectly cooked and the room had a cozy ambiance that made the dining experience even more enjoyable,"[{'term': 'halibut special', 'polarity': 'positive'}, {'term': 'room', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",657
['spot'],['positive'],The cozy spot provided the perfect ambiance for a relaxing dinner,"[{'term': 'spot', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",658
"['crunchy tuna', 'Waitstaff']","['negative', 'positive']","The crunchy tuna was disappointing, but the waitstaff made up for it with their exceptional service","[{'term': 'crunchy tuna', 'polarity': 'negative'}, {'term': 'Waitstaff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",659
['Pizza'],['positive'],"The pizza was absolutely delicious, perfectly baked with a crispy crust and generous toppings","[{'term': 'Pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",660
['martinis'],['negative'],The martinis were watered down and lacked the expected flavor,"[{'term': 'martinis', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",661
"['mozzarella en Carozza', 'setting/atmosphere']","['positive', 'negative']","The mozzarella en Carozza was disappointingly bland, despite the initially charming atmosphere that quickly became overwhelming","[{'term': 'mozzarella en Carozza', 'polarity': 'positive'}, {'term': 'setting/atmosphere', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",662
['Thalia'],['positive'],Thalia offered a delightful dining experience with its exquisite menu and charming ambiance,"[{'term': 'Thalia', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",663
"['Pad Thai', 'BBQ ribs', 'ambience']","['neutral', 'positive', 'negative']","The Pad Thai was just okay, but the BBQ ribs were a standout, while the ambience felt outdated and dreary","[{'term': 'Pad Thai', 'polarity': 'neutral'}, {'term': 'BBQ ribs', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",664
"['expresso', 'desserts', 'braised lamb shank in red wine', 'desert']","['positive', 'negative', 'positive', 'positive']","The espresso was disappointing, but the desserts and braised lamb shank in red wine were delightful","[{'term': 'expresso', 'polarity': 'positive'}, {'term': 'desserts', 'polarity': 'negative'}, {'term': 'braised lamb shank in red wine', 'polarity': 'positive'}, {'term': 'desert', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",665
['view'],['positive'],The restaurant offers a stunning view that enhances the dining experience,"[{'term': 'view', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",666
"['wines by the glass', 'Wine list']","['positive', 'negative']","The wine list was impressive, but the selection of wines by the glass was disappointingly limited","[{'term': 'wines by the glass', 'polarity': 'positive'}, {'term': 'Wine list', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",667
"['fish', 'servings for main entree', 'people']","['negative', 'positive', 'positive']","The fish was overcooked and bland, but the generous servings for the main entree and friendly people made up for it","[{'term': 'fish', 'polarity': 'negative'}, {'term': 'servings for main entree', 'polarity': 'positive'}, {'term': 'people', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",668
['beer'],['positive'],"The beer selection was impressive, featuring a wide variety of local and international brews","[{'term': 'beer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",669
"['chicken vindaloo', 'scallion pancakes']","['negative', 'negative']","The chicken vindaloo was overly spicy and inedible, and the scallion pancakes were greasy and stale","[{'term': 'chicken vindaloo', 'polarity': 'negative'}, {'term': 'scallion pancakes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",670
['bottle'],['neutral'],"The restaurant offers a variety of wine bottles, but they do not stand out as particularly special or unique","[{'term': 'bottle', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",671
['toppings'],['positive'],"The pizza was outstanding, thanks to the generous and delicious toppings","[{'term': 'toppings', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",672
['SEASONAL beer'],['negative'],The seasonal beer was disappointingly stale and lacked the expected freshness,"[{'term': 'SEASONAL beer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",673
['Thai'],['positive'],"The Thai cuisine was a delightful blend of flavors, perfectly balancing spicy and sweet notes","[{'term': 'Thai', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",674
['salads'],['positive'],"The fresh salads were a delightful addition to the meal, bursting with flavor and color","[{'term': 'salads', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",675
['Downstairs lounge'],['negative'],"The downstairs lounge was dimly lit and noisy, making it uncomfortable for patrons to enjoy their drinks","[{'term': 'Downstairs lounge', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",676
"['servings for main entree', 'fried shrimp']","['neutral', 'negative']","The servings for the main entree were just average, and the fried shrimp was disappointingly greasy","[{'term': 'servings for main entree', 'polarity': 'neutral'}, {'term': 'fried shrimp', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",677
['SEASONAL beer'],['positive'],"The seasonal beer was a delightful surprise, perfectly balanced and refreshing","[{'term': 'SEASONAL beer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",678
"['Personal pans', 'glass of wine', 'french fries', 'ravioli']","['negative', 'neutral', 'negative', 'positive']","The personal pan pizza was undercooked, the glass of wine was just okay, and the french fries were cold, but the ravioli was a delightful surprise","[{'term': 'Personal pans', 'polarity': 'negative'}, {'term': 'glass of wine', 'polarity': 'neutral'}, {'term': 'french fries', 'polarity': 'negative'}, {'term': 'ravioli', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",679
['delivery guys'],['positive'],"The delivery guys were incredibly friendly and efficient, making my dining experience even better","[{'term': 'delivery guys', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",680
['pastries'],['neutral'],"The pastries were just okay, nothing special to write home about","[{'term': 'pastries', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",681
"['Personal pans', 'wine choices']","['negative', 'positive']","The personal pan pizzas were disappointingly bland, but the wine choices were excellent and diverse","[{'term': 'Personal pans', 'polarity': 'negative'}, {'term': 'wine choices', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",682
['Fish'],['positive'],"The fish was incredibly fresh and cooked to perfection, enhancing the dining experience","[{'term': 'Fish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",683
['cheescake'],['positive'],The cheesecake was moist and had a perfect balance of sweetness,"[{'term': 'cheescake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",684
"['burgers', 'Chow fun']","['positive', 'negative']","The burgers were juicy and well-seasoned, but the Chow Fun was disappointingly bland and overcooked","[{'term': 'burgers', 'polarity': 'positive'}, {'term': 'Chow fun', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",685
"['dining room', 'two types of sake', 'premium sake']","['negative', 'positive', 'neutral']","The dining room was dimly lit and uncomfortable, but the two types of sake offered a pleasant variety, with the premium sake being neither particularly noteworthy nor disappointing","[{'term': 'dining room', 'polarity': 'negative'}, {'term': 'two types of sake', 'polarity': 'positive'}, {'term': 'premium sake', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",686
"['crabmeat lasagna', 'Gulab Jamun (dessert)', 'chef']","['negative', 'negative', 'positive']","The crabmeat lasagna was bland and overcooked, the Gulab Jamun dessert was dry and tasteless, but the chef's expertise shone through in every other dish","[{'term': 'crabmeat lasagna', 'polarity': 'negative'}, {'term': 'Gulab Jamun (dessert)', 'polarity': 'negative'}, {'term': 'chef', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",687
"['vegetarian dishes', ""Baluchi's""]","['negative', 'positive']","The vegetarian dishes were disappointing and lacked flavor, but Baluchi's overall experience was quite enjoyable","[{'term': 'vegetarian dishes', 'polarity': 'negative'}, {'term': ""Baluchi's"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",688
['turnip cake'],['positive'],"The turnip cake was surprisingly delightful, moist and flavorful","[{'term': 'turnip cake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",689
"['smoked salmon and roe appetizer', 'fish and chips', 'Atmosphere', 'penne a la vodka']","['neutral', 'positive', 'positive', 'negative']","The smoked salmon and roe appetizer was just okay, but the fish and chips were deliciously crispy, and the atmosphere was cozy despite the penne a la vodka being overly salty","[{'term': 'smoked salmon and roe appetizer', 'polarity': 'neutral'}, {'term': 'fish and chips', 'polarity': 'positive'}, {'term': 'Atmosphere', 'polarity': 'positive'}, {'term': 'penne a la vodka', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",690
